"visit_id","customer_id","store_id","product_id","visit_page_date","add_to_cart_date","start_checkout_date","finish_checkout_date","paid_date","discount"
"6BB7232CA9B1","A90DC4BFC0C3","A686885E70F2","produto153","2021-01-15","2021-01-15",NULL,NULL,NULL,-0.04
"668B7B509A10","98C37327A0D8","4ED9881123C1","produto002","2021-04-19","2021-04-19",NULL,NULL,NULL,-0.15
"F38D665D340C","EB8BF8E17528","01F48BAB97E6","produto148","2021-08-18","2021-08-18",NULL,NULL,NULL,-0.26
"77EDE4B8B819","B1F6269E5B25","FC8DD184A982","produto054","2021-08-13","2021-08-13","2021-08-14","2021-08-14","2021-08-14",-0.12
"6D1FA373A127","ACD87EA6E371","8E3939374A56","produto071","2021-02-04","2021-02-08",NULL,NULL,NULL,-0.18
"22CF5848A625","8284C6B6D18A","4F326DF934DC","produto057","2021-06-11","2021-06-11","2021-06-24","2021-06-25","2021-06-25",-0.07
"8C88E9CDFA3F","4C6DD4DF0C9B","36281318B1CE","produto063","2021-08-18","2021-08-18",NULL,NULL,NULL,-0.15
"3CA24F99648F","82DF55A2687C","D1082154A6B7","produto068","2020-09-25","2020-09-25","2020-09-26","2020-09-26","2020-09-28",-0.21
"E387C0C433E2","00718C6BFAAE","D1AF40076D44","produto033","2021-07-24","2021-07-24",NULL,NULL,NULL,-0.09
"5081E48751A6","FC2E0DBD2FB5","CFC385244024","produto104","2021-04-06","2021-04-06","2021-06-07",NULL,NULL,-0.09
"3EB9ED20E3AD","D8957911CF3D","408D3A7F1887","produto063","2021-02-27",NULL,NULL,NULL,NULL,-0.19
"EC0EB45E1022","ABA5A7ECDA0B","48EC26D2A9D4","produto002","2021-04-21","2021-04-21",NULL,NULL,NULL,-0.17
"0ADCF58B6CD4","3D83FCA55447","FFBDD273342A","produto070","2021-07-21","2021-07-21",NULL,NULL,NULL,-0.01
"283A15A1A80B","B21C552D78EF","BF0ADE462066","produto002","2020-10-16",NULL,NULL,NULL,NULL,-0.07
"89A717C0E4D8","3C606D70D02B","796C70DA8489","produto028","2021-08-15","2021-08-15",NULL,NULL,NULL,-0.17
"9509FD1AE7CD","C9AE2B718F41","B037723EDDDD","produto104","2021-06-30","2021-06-30",NULL,NULL,NULL,-0.02
"EA9E6525C0E0","E37B17B832D5","B5CEF71F974D","produto086","2021-06-17","2021-06-17",NULL,NULL,NULL,0
"E4E9D20A7B0D","0613C21063DF","8FE6EBADE391","produto003","2021-04-07","2021-04-07",NULL,NULL,NULL,-0.14
"852F26682D4A","4C581101CB16","B95E926A20E6","produto005","2021-01-04","2021-01-04",NULL,NULL,NULL,-0.11
"21517A15E4FD","2DDDC200A4DC","E83C9286C5EF","produto158","2021-05-17",NULL,NULL,NULL,NULL,-0.19
"2F97A5F10CB5","A9009D5F1847","F5511A768E43","produto125","2021-07-31",NULL,NULL,NULL,NULL,-0.02
"FC8E8DC102FC","2F2027BC904D","721B164E49C8","produto005","2021-07-23",NULL,NULL,NULL,NULL,-0.3
"D15FF6132709","D06A6E37E4B9","9A01B214C636","produto025","2021-07-30","2021-07-30","2021-08-06","2021-08-06","2021-08-06",-0.32
"679ECE2C4F18","B011862654C5","9EED2B655A9D","produto015","2021-07-08","2021-07-08",NULL,NULL,NULL,-0.05
"D75B9E3EAAC8","E12116F9644D","2AD9E2A4D18B","produto091","2020-10-09",NULL,NULL,NULL,NULL,-0.27
"016BC07AE52D","C63F8190DD22","C42F1DED9D1F","produto021","2021-08-11","2021-08-11","2021-08-12","2021-08-12","2021-08-12",-0.09
"A1F8A5D0D77C","1B0D48EB02F9","64163492DD74","produto048","2021-04-27","2021-04-27",NULL,NULL,NULL,-0.15
"56FE5EA4F7BA","C1BD3EB2951C","D98D745387E0","produto118","2021-03-20",NULL,NULL,NULL,NULL,-0.21
"92260B5BABFF","41BA6A9DB870","318858B0BDB2","produto025","2021-04-16",NULL,NULL,NULL,NULL,-0.04
"BC9E5D67DE1E","766FD7F858C9","FAA5A8D11D49","produto003","2021-07-23","2021-07-23","2021-07-24","2021-07-26","2021-07-26",-0.18
"3B6A710F37F3","A22E494B5616","4F62E30A1DDA","produto115","2021-08-11","2021-08-11","2021-08-12","2021-08-12","2021-08-12",-0.29
"69DBDFB2B1BC","CEDEED78271E","B6D37D4057B9","produto024","2021-07-27","2021-07-27",NULL,NULL,NULL,-0.14
"CED2074EC969","F3A3018BA8CA","AC6197F278F1","produto122","2021-06-09",NULL,NULL,NULL,NULL,-0.01
"B0EE7A23A0DD","E768442C62A7","F352FAF79A00","produto002","2021-07-09","2021-07-09",NULL,NULL,NULL,-0.19
"1D43CB2B16A9","29D13AE04C9A","9A0BFC554E31","produto021","2021-05-21","2021-05-21","2021-05-26","2021-05-26","2021-05-27",-0.1
"93CD198D55B1","D942020C588E","4EE7772BF159","produto025","2021-08-11","2021-08-11","2021-08-11","2021-08-11","2021-08-11",-0.01
"DC6C3F0F0D2C","984F1D0F1210","E8801EE94DC8","produto018","2021-07-22","2021-07-22",NULL,NULL,NULL,-0.31
"622522764883","C65E6328ED06","3B2746C09184","produto003","2021-05-19","2021-05-19",NULL,NULL,NULL,-0.12
"D079EE2FF6CF","77A7009DD79F","D4A6DDA1AFDC","produto090","2021-03-18",NULL,NULL,NULL,NULL,-0.15
"615BA1BE4787","5798080AD7B6","C13C1FB03F9D","produto021","2021-07-05","2021-07-05",NULL,NULL,NULL,-0.16
"0DC31CDC556A","2A8542648763","87C4AB625CE0","produto009","2021-08-05","2021-08-05","2021-08-06","2021-08-09","2021-08-09",-0.02
"9A93B88A5928","FCE433B860FE","9E20C3EE9501","produto005","2021-06-21","2021-06-21",NULL,NULL,NULL,-0.29
"D58CF16C282E","55FF90CC2D07","1B1ED006171D","produto002","2021-06-02","2021-06-02",NULL,NULL,NULL,-0.13
"DEEA762FA40B","E8A2B246018C","69BA4B182B0E","produto027","2021-02-02","2021-02-02","2021-02-03","2021-02-03","2021-02-03",-0.16
"455069CD767A","4BAC29AB821E","8D63A7EACA2A","produto038","2021-07-20","2021-07-20",NULL,NULL,NULL,-0.13
"BC8A6B5E5FF8","CBEFF544B600","E599883BE1B9","produto155","2021-01-18",NULL,NULL,NULL,NULL,-0.05
"684CE3D7147F","C320034A0EAB","C9B1D6B8B4F3","produto024","2021-06-14","2021-06-14",NULL,NULL,NULL,-0.04
"0784E3B62C81","281687AC077B","F421BE55F95D","produto018","2020-11-28",NULL,NULL,NULL,NULL,-0.16
"38E92F0304EA","C7937787C180","F39C7241BBE1","produto028","2021-06-25",NULL,NULL,NULL,NULL,-0.1
"78952AE812C8","894DC6113DE9","715F21BC3E22","produto024","2020-11-10",NULL,NULL,NULL,NULL,-0.19
"6DBD909EDFB5","7BACB34E0C78","4B1E50A415C6","produto025","2020-10-20","2020-10-20",NULL,NULL,NULL,-0.1
"83FF0EDD5AE1","D799296443CF","DF66CD2ADEA7","produto062","2021-03-01","2021-03-01",NULL,NULL,NULL,-0.18
"D10C13246323","9CF89110CDB5","71B67FCCE294","produto021","2021-07-31",NULL,NULL,NULL,NULL,-0.16
"05CF24FDB559","914974D7D0A8","4F326DF934DC","produto025","2021-01-12","2021-01-12",NULL,NULL,NULL,-0.21
"FD3F0C1E2F6B","1B0FD9CF7FA3","23F9A8F32C00","produto003","2021-05-13",NULL,NULL,NULL,NULL,-0.17
"8264A2D23C0F","0A78C10218BB","2117265151D7","produto032","2021-08-23",NULL,NULL,NULL,NULL,-0.1
"164A935197FE","FA54A1B0330A","57C9EA8C0D1C","produto008","2020-10-26","2020-10-26",NULL,NULL,NULL,-0.03
"1167A416B71A","469CEF8E1379","318858B0BDB2","produto119","2021-08-20","2021-08-20",NULL,NULL,NULL,-0.01
"98A7B6DE6A85","1BDE58F26453","46AFE89BB102","produto024","2021-03-22","2021-03-22",NULL,NULL,NULL,-0.17
"5410C678AE66","F5155C260F2C","4F4E62CCB95A","produto009","2021-07-21","2021-07-21",NULL,NULL,NULL,-0.15
"DAAC36D78685","29AFCE4173CA","C52AD7784AE9","produto081","2021-07-05",NULL,NULL,NULL,NULL,-0.24
"BAB72414F7B1","8FB2EF375A0A","9E20C3EE9501","produto005","2021-05-11",NULL,NULL,NULL,NULL,-0.18
"D21A830CF194","6E473AECE759","BC447E170A87","produto005","2021-08-20","2021-08-20",NULL,NULL,NULL,-0.12
"E5F477DB0AF0","0AA376AE689E","6BB99724988C","produto003","2021-07-30","2021-07-30","2021-08-05","2021-08-07","2021-08-07",-0.03
"6210F866586E","530690D9F69F","C2E40FCEB847","produto062","2021-05-24","2021-05-24",NULL,NULL,NULL,-0.28
"06537BC9AEE0","F0D0614FB623","1D6E298B0932","produto025","2021-08-30",NULL,NULL,NULL,NULL,-0.18
"35E030809606","004ABF43856E","B2B7421E3425","produto037","2021-01-07","2021-01-07",NULL,NULL,NULL,-0.01
"753B5B64CED2","37FA09983E60","07E9EEDC6F58","produto037","2021-01-18",NULL,NULL,NULL,NULL,-0.21
"8F0B94F3214B","48947DCD9EDC","C52B91B554F8","produto006","2021-08-17","2021-08-17",NULL,NULL,NULL,-0.24
"DC9A88C7381D","5398F66FEA50","15645271E8EC","produto100","2020-10-13",NULL,NULL,NULL,NULL,-0.16
"B882B2D2BD9B","AA03251DE735","F5A8F1BC9204","produto043","2021-05-31",NULL,NULL,NULL,NULL,-0.09
"5FBBBC6A986D","893394B49FB5","0223F013C9B4","produto009","2021-08-23",NULL,NULL,NULL,NULL,-0.09
"9994EC817E9D","77C026496BA3","B343AFC84B36","produto130","2021-07-29",NULL,NULL,NULL,NULL,-0.27
"1F12B131A3C2","446E59B694F1","995382B9AAA6","produto178","2021-07-21","2021-07-21",NULL,NULL,NULL,-0.1
"5EBC32B32BE4","631ADFC527CC","DF9B4E771532","produto003","2021-06-23","2021-06-23",NULL,NULL,NULL,-0.07
"FA62EF7CF6EF","2470928A6E5F","31DD472B5F46","produto073","2021-05-30",NULL,NULL,NULL,NULL,-0.14
"12E66495B3CD","FEE714082B5A","6E9EAA47493D","produto003","2021-03-02","2021-03-02",NULL,NULL,NULL,-0.21
"22328C20B5DE","2BF43087711A","20FDE0BEA0A7","produto001","2021-07-08","2021-07-08",NULL,NULL,NULL,-0.19
"E5A355F445EB","42E51E81B229","7FACC90F4B57","produto007","2021-01-26",NULL,NULL,NULL,NULL,-0.08
"F281468EAD2D","059DFB5D0A37","5EA23FF62282","produto053","2021-07-21",NULL,NULL,NULL,NULL,-0.14
"7239BBD0DF24","F04A3D33DF10","8FD8D7CD8CB1","produto005","2021-04-13","2021-04-13",NULL,NULL,NULL,-0.25
"943727C4728C","985CC1067CBE","57C9EA8C0D1C","produto063","2021-08-21",NULL,NULL,NULL,NULL,-0.06
"B2B6BA60E1BA","298B0137806C","C374F4F4378B","produto211","2021-05-19",NULL,NULL,NULL,NULL,-0.09
"9249E5276C55","134BBEF8FBDC","DE144A81B113","produto049","2021-08-12","2021-08-12",NULL,NULL,NULL,-0.09
"FB0ACC2EAA06","6F471114B9BE","1B1ED006171D","produto015","2021-05-05",NULL,NULL,NULL,NULL,-0.1
"A7BCB8B6D59F","3E4A3358BF0C","FCD04AFCFF17","produto028","2021-05-21","2021-05-21",NULL,NULL,NULL,-0.14
"A7CE96B19B40","BEA1D9BFD2C6","408D3A7F1887","produto043","2021-07-20",NULL,NULL,NULL,NULL,-0.05
"A26B63CFEBA9","E202B6C88071","F096D7D7E16D","produto015","2021-05-04",NULL,NULL,NULL,NULL,-0.24
"81DABAD8B089","1BF4EE8DE926","2117265151D7","produto006","2021-05-12","2021-05-12",NULL,NULL,NULL,-0.17
"C1A51B789351","98A883B45D68","28E6871EB159","produto001","2021-03-08","2021-03-08","2021-04-27","2021-04-28","2021-04-28",-0.07
"B23451B9F35F","0467B47AEE36","71256F117631","produto071","2021-02-04",NULL,NULL,NULL,NULL,-0.75
"43EF53F867D5","30D4E9CB3EE9","7742FBC5F7BD","produto063","2021-07-23","2021-07-23",NULL,NULL,NULL,-0.16
"E77129616001","5521234229DC","C0B4545F6749","produto005","2021-07-02",NULL,NULL,NULL,NULL,-0.14
"C3DE28744E96","CEEBFB88F7FF","721B164E49C8","produto008","2021-07-22","2021-07-22",NULL,NULL,NULL,-0.2
"959A53EF894C","8F9D68C1715A","A60BAA68F2F6","produto031","2020-10-23","2020-10-23",NULL,NULL,NULL,-0.24
"8C17F093F920","CA369A0B253A","6D8D22751584","produto005","2021-06-08","2021-06-08",NULL,NULL,NULL,-0.06
"E6929255AEC9","1410C8B1AC62","01A73B441708","produto002","2021-05-18",NULL,NULL,NULL,NULL,-0.09
"B5DC8D344B74","3193528F1AE3","138B99147AF8","produto031","2021-05-21",NULL,NULL,NULL,NULL,-0.04
"8CE07B7A4079","54532FCF3CD5","2117265151D7","produto032","2021-03-09","2021-03-09",NULL,NULL,NULL,-0.22
"0B175C40FD3A","60B61C49EF53","F096D7D7E16D","produto047","2020-11-13","2020-11-13",NULL,NULL,NULL,0
"DA3991D8DAF9","F089726AE2BE","F7EA8A2C115D","produto024","2021-07-19","2021-07-19",NULL,NULL,NULL,-0.09
"E2FA00660DC5","AF1F8FB05734","E79A0F675A8A","produto145","2021-05-05",NULL,NULL,NULL,NULL,-0.09
"4346AA935707","443BF25210C5","EE6C49F1987E","produto007","2021-05-04","2021-05-04",NULL,NULL,NULL,-0.14
"818DD5124173","60C53F0D2BE9","832FD2EAA33E","produto005","2021-08-20","2021-08-20",NULL,NULL,NULL,-0.3
"68615BB7434F","831A1C0CEE0B","C13C1FB03F9D","produto212","2020-12-09",NULL,NULL,NULL,NULL,-0.15
"D731892460A0","308BBC5A8966","1D9C1A72912A","produto074","2021-08-06","2021-08-06",NULL,NULL,NULL,-0.13
"2932D4DFA73A","CA5FA067C09E","BA1867DDFD47","produto091","2021-06-28","2021-06-28",NULL,NULL,NULL,-0.27
"4F6787EAA138","1A5AFFFC6E0A","4ED9881123C1","produto007","2021-04-20","2021-04-20",NULL,NULL,NULL,-0.13
"9814D49BD489","686D12F08367","0F52C251D0BE","produto025","2021-06-17","2021-06-17",NULL,NULL,NULL,-0.02
"D09F2ADF8AA9","17B3C53867D1","71256F117631","produto016","2021-07-17","2021-07-17",NULL,NULL,NULL,-0.29
"61A5A11F4C1D","AC9F6789C250","795B91A5CED1","produto006","2021-08-29","2021-08-29",NULL,NULL,NULL,-0.44
"890C4F6C9B99","BF172493C33B","16A2DA469A63","produto131","2021-08-21","2021-08-21",NULL,NULL,NULL,-0.24
"8F4F4F786FD1","ACDADAEA056C","13D95E868E4E","produto084","2021-05-18","2021-05-18","2021-05-31","2021-05-31","2021-05-31",-0.17
"994F9DF69703","32C695B33AB8","738D1744CF50","produto213","2021-02-11","2021-02-11",NULL,NULL,NULL,-0.16
"ABC212943C55","683E8FB34CC9","947636F82797","produto062","2021-07-12",NULL,NULL,NULL,NULL,-0.1
"B1CEE3C63FD6","54B7BBED6D8E","71CC76D33BA5","produto063","2021-08-19",NULL,NULL,NULL,NULL,-0.24
"E4DDF5A96575","9391E9CCB342","C41740350EDB","produto010","2021-04-17",NULL,NULL,NULL,NULL,-0.14
"DBD2D8B4EAAF","D438FE154B1E","2860453F60FA","produto038","2021-05-14","2021-05-14",NULL,NULL,NULL,-0.09
"4A96764745C8","7B53D2FF2A8B","0471282DD49A","produto003","2021-07-05",NULL,NULL,NULL,NULL,-0.25
"63F2179DE142","1014243F29A4","C50926F13F1D","produto070","2021-07-14","2021-07-14",NULL,NULL,NULL,-0.63
"3C95066BCA9C","E553F33E0D94","B2B7421E3425","produto038","2020-10-31","2020-10-31",NULL,NULL,NULL,-0.2
"6FD26B397F97","FEEF6814A82B","7754B6EA68EE","produto011","2021-07-14",NULL,NULL,NULL,NULL,-0.04
"464ECC4A636F","16FE631EA81F","6D9882078741","produto044","2021-07-07",NULL,NULL,NULL,NULL,-0.09
"531AEBA49312","7E2A43D52AC7","795B91A5CED1","produto078","2021-02-06","2021-02-06",NULL,NULL,NULL,-0.09
"3B9A98BFCA00","E7B6A109D2EC","F0AED731FCC0","produto018","2021-04-23",NULL,NULL,NULL,NULL,-0.22
"85126580D1D4","FEC631C61C95","6BF30A354B0A","produto158","2021-05-29",NULL,NULL,NULL,NULL,-0.01
"40D377501B17","8FCEEE58D724","F5AD0F6A59EE","produto070","2021-01-19","2021-01-19",NULL,NULL,NULL,-0.23
"6DE2DC65BA8E","220FDBE1C7BC","28F1682DB55C","produto147","2021-06-28","2021-06-28",NULL,NULL,NULL,-0.09
"F23BBFB8609A","C9221A3DAD90","805C5D310C3E","produto009","2021-02-12",NULL,NULL,NULL,NULL,-0.12
"D810C120DAC8","5077A78A7A10","EB62E1DFF860","produto042","2021-02-22","2021-02-22","2021-02-24",NULL,NULL,-0.12
"7C3206ABFE01","54CC9C2CEB6F","F352FAF79A00","produto196","2021-07-28","2021-07-28",NULL,NULL,NULL,-0.11
"E85F8B309D18","8F699A9B2B8E","77CF26B37B7F","produto016","2021-03-01","2021-03-01",NULL,NULL,NULL,-0.38
"BD41FE7BC638","C3C3D5082898","0B0610766315","produto017","2021-01-29","2021-01-29",NULL,NULL,NULL,-0.19
"F5831A85E5CD","F22E88C3169A","0B2DAF6C61D6","produto025","2020-10-16","2020-10-16",NULL,NULL,NULL,-0.09
"115267CADDB7","A34C63689BD2","B043CECCC20F","produto098","2021-07-05","2021-07-05","2021-07-06","2021-07-06","2021-07-07",-0.05
"81662A58C2A8","EF64AB94BFC8","1DE4E5A259B3","produto071","2020-12-28",NULL,NULL,NULL,NULL,-0.11
"61A8257ED8A0","82E8932DBB54","9F67CC11539F","produto031","2021-05-28","2021-05-28","2021-06-01","2021-06-01","2021-06-01",-0.09
"85E11B2B4D90","88CCB42497A7","23EC49212C2B","produto147","2021-02-02","2021-02-02",NULL,NULL,NULL,-0.38
"2389038A5365","5009751F3A38","B06DF477008E","produto031","2021-08-20","2021-08-20","2021-08-26","2021-08-26","2021-08-26",-0.29
"688FABE8172E","85EEA3444412","C97639B89790","produto024","2021-03-24","2021-03-24",NULL,NULL,NULL,-0.38
"4CC1A4ADC427","4895FA95B7FF","7755E3C77FA7","produto001","2021-08-02",NULL,NULL,NULL,NULL,-0.26
"2B4D37CB820D","2C7A0AC28F47","E422353E1FE6","produto104","2021-08-22",NULL,NULL,NULL,NULL,-0.1
"FE797A79B8F2","52421642B191","A89033EE6DC5","produto003","2021-02-22","2021-02-22",NULL,NULL,NULL,-0.3
"F50E44B1ACB9","57515EB5C43B","F595D4B9869B","produto038","2021-07-21","2021-07-21",NULL,NULL,NULL,-0.13
"8AF2BE9BD1FA","92C249B99D48","70E1E1CE60F7","produto025","2021-07-05",NULL,NULL,NULL,NULL,-0.22
"B25B9F06CD2D","DBB7BBC5EFB5","1D86F8D800CA","produto013","2021-07-14","2021-07-14",NULL,NULL,NULL,-0.29
"2BC500A12F5B","6B0032176D44","1755D423A638","produto214","2021-05-31",NULL,NULL,NULL,NULL,-0.16
"49AF0614705E","0B003CDEFCA4","DE791D6B9C92","produto046","2021-08-18","2021-08-18",NULL,NULL,NULL,-0.31
"FEFE410362AD","2860133FE302","9DC34F42F211","produto018","2021-08-02",NULL,NULL,NULL,NULL,0
"C7619665E587","4AC7C3A4B87A","FFBDD273342A","produto015","2021-08-20","2021-08-20",NULL,NULL,NULL,-0.04
"04ABA0530635","46B19D639789","CA6E69552DFD","produto003","2020-10-26",NULL,NULL,NULL,NULL,-0.16
"9DCFD3C40FA8","B45EB82AA0B2","8B2AC63D36B8","produto003","2021-07-01","2021-07-01","2021-07-16","2021-07-16","2021-07-16",-0.2
"0A84E6E63001","C7D3A8C9168F","C2E40FCEB847","produto031","2021-04-14",NULL,NULL,NULL,NULL,-0.2
"C194D9AEDF7B","96A17D0B38AB","310E308D1F91","produto048","2021-07-10",NULL,NULL,NULL,NULL,-0.06
"4FBC8F88C1AD","0B682C880421","809C2E7073A8","produto178","2021-01-11","2021-01-11",NULL,NULL,NULL,-0.04
"77F98E8FACE4","97C359C021CC","9372D332ACE3","produto003","2021-07-07","2021-07-07",NULL,NULL,NULL,-0.14
"1970754545A4","CA03EB075CAA","41B784638C98","produto133","2021-08-04","2021-08-04",NULL,NULL,NULL,-0.2
"3A05D4600ECB","3355CEF2EB90","E137D627F43F","produto002","2021-08-24","2021-08-24",NULL,NULL,NULL,-0.25
"96592B9F27F4","E26920BCF395","14B6947F1D95","produto005","2021-08-25",NULL,NULL,NULL,NULL,-0.3
"DD7D580B2217","B1DAB94CF720","F490766C5F7F","produto104","2020-11-20","2020-11-20",NULL,NULL,NULL,-0.1
"7BD76F830705","E6127D3EE3E9","58BE21964FFD","produto005","2021-01-14","2021-01-14",NULL,NULL,NULL,-0.03
"53379F7610F5","3E0CF67AA3DB","FC8DD184A982","produto008","2021-07-26","2021-07-26",NULL,NULL,NULL,-0.32
"36C8571C2E77","8C2A91D2FD54","71256F117631","produto022","2021-07-26","2021-07-26",NULL,NULL,NULL,-0.77
"21E4332D6F85","A201C6A3CA7D","845119F2B762","produto118","2021-04-19","2021-04-19",NULL,NULL,NULL,-0.1
"C37A2D28C6F9","AA7EA2133550","24CDAC423842","produto061","2021-02-17","2021-02-17",NULL,NULL,NULL,-0.03
"97933ED5ABBC","0B4A25746E66","4AE73D96435B","produto022","2021-08-03","2021-08-03","2021-08-04","2021-08-04","2021-08-04",-0.2
"497A83E18F7C","FC0B83E8A509","06C45DE5FB4C","produto086","2021-05-31",NULL,NULL,NULL,NULL,-0.08
"EAE53A79AA02","E2B30C6B0ABD","F5AD0F6A59EE","produto009","2021-05-13","2021-05-13",NULL,NULL,NULL,-0.05
"8C81521CD88F","269EB0940525","D98D745387E0","produto167","2021-05-27","2021-05-27",NULL,NULL,NULL,-0.23
"744BDA0C544E","F788AD5ADF7B","6AB14959A16E","produto038","2021-06-29",NULL,NULL,NULL,NULL,-0.42
"83D1BE0A1B34","9B678B53DE8D","C660323FB165","produto019","2020-12-19",NULL,NULL,NULL,NULL,-0.03
"B24A45EC1E14","6BEEA4252A61","4F91DA5A0240","produto148","2021-08-12","2021-08-12",NULL,NULL,NULL,-0.14
"601605C05911","3A0CB9CB54A3","D60170CD59E4","produto002","2021-01-18","2021-01-18",NULL,NULL,NULL,-0.31
"B7729271C3CE","993520B8B9D9","6646C7C9B82A","produto078","2021-06-25","2021-06-25",NULL,NULL,NULL,-0.1
"2C840D32606A","24AF82D3EF7D","4F62E30A1DDA","produto003","2021-06-13","2021-06-13",NULL,NULL,NULL,-0.23
"6235DC5D00D0","D03D07D79DB9","7EEDC73CEF94","produto003","2021-06-28","2021-06-28",NULL,NULL,NULL,-0.09
"7DD0F9C17F03","B9CD1D1EB564","2A20ABE5B2B8","produto060","2021-08-16","2021-08-16",NULL,NULL,NULL,-0.1
"83403B50D2B9","E527E0AE5419","41351618BF9B","produto082","2020-12-22","2020-12-22",NULL,NULL,NULL,-0.01
"BF7F9B5DD266","12872212331F","D85B2FE70099","produto155","2021-03-10","2021-03-10",NULL,NULL,NULL,-0.01
"2642451958B2","856A77EB6652","B0BF5359B4FE","produto095","2021-05-04","2021-05-04",NULL,NULL,NULL,-0.09
"2222E8CF8CDA","ECC833076539","9FDF7A1EE78E","produto024","2021-07-01","2021-07-01",NULL,NULL,NULL,-0.16
"2EFF390DFAB7","B6627C67843A","30CA6A2E5AB0","produto115","2021-07-20","2021-07-20",NULL,NULL,NULL,-0.11
"F1CDF832A00F","7A4A5D1DAE3D","1B1ED006171D","produto059","2021-03-31","2021-03-31",NULL,NULL,NULL,-0.01
"89EEE6AF56C4","391CA9B15A71","D00DD6AB2C1F","produto017","2021-03-02","2021-03-02",NULL,NULL,NULL,-0.19
"08945382AEF7","84153AF15A69","DD06899E94B1","produto038","2021-05-14",NULL,NULL,NULL,NULL,-0.11
"645E63D1C0F5","ADC3118B0C13","D551745A44C3","produto011","2021-07-24","2021-07-24","2021-08-06","2021-08-06","2021-08-06",-0.03
"9E3B1E722BD6","AB9B9AD2200C","BEB3D463B15A","produto003","2021-02-17",NULL,NULL,NULL,NULL,-0.25
"8624BD69FF47","B58AEDA354C8","9AC21BD7B535","produto074","2021-06-08","2021-06-08",NULL,NULL,NULL,-0.09
"D757ED1DCBFA","0248A53DDD15","C2E40FCEB847","produto031","2021-06-03","2021-06-03","2021-06-17","2021-06-17","2021-06-17",-0.16
"3384C13DF549","8F3BF3950BFD","E3CEAAADBAF6","produto001","2021-06-19","2021-06-19",NULL,NULL,NULL,-0.18
"4F3FFA69C7F7","2512F719DD3D","2298ABB94422","produto070","2020-11-30",NULL,NULL,NULL,NULL,-0.21
"E561E05797AF","E3C76A529342","6393B915885C","produto016","2021-08-05","2021-08-05","2021-08-06","2021-08-06","2021-08-06",-0.34
"AE059CDDBE95","3D611215E8D2","69BA4B182B0E","produto118","2021-03-12",NULL,NULL,NULL,NULL,-0.31
"FB17F96CCDF6","3A6B518EB7F0","E6EB8FC5EC74","produto021","2021-06-25",NULL,NULL,NULL,NULL,-0.13
"98962DDF88B3","7B36B43E9E29","1DE4E5A259B3","produto013","2021-01-28","2021-01-29",NULL,NULL,NULL,-0.44
"EB26FB36EA49","42335B092C4B","2EF761A0ECF3","produto107","2021-04-15",NULL,NULL,NULL,NULL,-0.09
"906ECE059446","7B70704E5541","D22407DAD81B","produto082","2021-05-28","2021-05-28",NULL,NULL,NULL,-0.18
"75ADB4B5D87C","D7560A43953F","23F9A8F32C00","produto004","2021-07-14","2021-07-14",NULL,NULL,NULL,-0.15
"B52A3E2A3AE9","0252F154921C","227B4A370550","produto005","2021-05-24","2021-05-24",NULL,NULL,NULL,-0.17
"A2615952A108","401022CAB9C2","B40B28653427","produto019","2021-06-16","2021-06-16",NULL,NULL,NULL,-0.2
"EC7F6960320F","235AA14EC03A","C2E40FCEB847","produto013","2021-08-20",NULL,NULL,NULL,NULL,-0.23
"8A7E23366236","575797B34788","4ED9881123C1","produto025","2021-07-13","2021-07-13",NULL,NULL,NULL,-0.24
"4A7481E70BF3","B37399D45661","1AC3B298AEB5","produto003","2021-07-30",NULL,NULL,NULL,NULL,-0.1
"9126BAF383AA","04D415B6558F","FD833D15F04D","produto024","2021-07-27","2021-07-27",NULL,NULL,NULL,-0.27
"B37C748A8F58","34B0FB041349","1B1ED006171D","produto003","2021-08-30","2021-08-30",NULL,NULL,NULL,-0.07
"1E3A55467938","673678FD55EA","B0BF5359B4FE","produto005","2021-01-27","2021-01-27",NULL,NULL,NULL,-0.11
"E5BFA305F807","6CDD2D565A77","C7D9D99FF186","produto019","2021-04-12",NULL,NULL,NULL,NULL,-0.17
"9C9CC62F0BE3","0CECAC001194","B95E926A20E6","produto005","2021-01-21","2021-01-21",NULL,NULL,NULL,-0.13
"15F55B506972","5716D4A719B9","A35199D200DB","produto002","2021-05-06",NULL,NULL,NULL,NULL,-0.27
"DB87329FF7F4","BE265B276A3D","1B1ED006171D","produto150","2021-03-28",NULL,NULL,NULL,NULL,-0.16
"FB73EEF378B4","119CD1E1357E","C308923969F1","produto063","2021-05-26","2021-05-26",NULL,NULL,NULL,-0.13
"9E795B5ADC91","A262A127AA6F","D75FB416C063","produto099","2021-08-10",NULL,NULL,NULL,NULL,-0.2
"9BF5974DDFE2","08908C0E1171","03CCE616AE84","produto025","2020-12-04",NULL,NULL,NULL,NULL,-0.27
"D4A46BECA009","161D1FC3587B","89C7816BB457","produto001","2021-04-27",NULL,NULL,NULL,NULL,-0.13
"53B85C3AAD74","ADF1F95D10C1","58D7C74F5A6D","produto001","2021-08-24",NULL,NULL,NULL,NULL,-0.42
"2DA7026E633F","512EEF6F1F62","838E8F8A6B69","produto006","2021-06-15","2021-06-15",NULL,NULL,NULL,-0.22
"9E16106298C7","EA98ACA42B94","BE5E8B87E955","produto009","2021-05-07",NULL,NULL,NULL,NULL,-0.24
